wkt_geom,RAILID,RAILNAME,RAILTYPE,BRITUNNAME,異動日期_西元年月,SOURCE,DEFINITION,坐標系統
"MultiLineString ((229639.57730000029550865 2603230.16349999932572246, 229639.25449999881675467 2603230.09489999990910292, 229616.74249999976018444 2603226.86710000084713101, 229592.17669999899226241 2603223.94249999988824129, 229576.15050000045448542 2603223.70850000064820051, 229559.53949999890755862 2603224.64430000027641654, 229545.03390000102808699 2603226.86669999919831753, 229537.64510000051814131 2603228.85029999865218997, 229537.3360999992582947 2603228.93310000002384186))",Q0000000082,阿里山林業鐵路眠月線,4,,202205,0,3,TM2
"MultiLineString ((229518.59690000023692846 2603244.90870000002905726, 229518.37750000029336661 2603245.08770000049844384, 229407.41990000096848235 2603327.25790000008419156, 229340.24769999948330224 2603377.37690000096336007, 229310.92470000067260116 2603401.50070000067353249, 229246.66409999947063625 2603454.73929999954998493, 229209.23049999872455373 2603485.10189999919384718, 229182.1336999996274244 2603506.92830000026151538))",Q0000000083,阿里山林業鐵路眠月線,4,,202205,0,3,TM2
"MultiLineString ((231660.38389999960782006 2601196.6990999998524785, 231660.34629999985918403 2601196.69569999864324927, 231657.71850000039557926 2601196.45929999928921461, 231650.56849999912083149 2601195.56730000022798777, 231645.85850000055506825 2601194.6162999989464879, 231642.01850000009289943 2601193.43430000031366944, 231636.77649999933782965 2601191.68030000012367964, 231630.90149999927962199 2601189.3553000008687377, 231621.66050000060931779 2601184.01109999977052212, 231614.11349999965750612 2601181.61410000035539269, 231606.86550000059651211 2601180.2551000015810132, 231601.48550000018440187 2601179.87010000133886933, 231594.43150000076275319 2601180.38209999818354845, 231586.07049999953596853 2601182.09390000114217401, 231580.14750000071944669 2601184.1138999997638166, 231574.48849999936646782 2601187.33790000015869737, 231569.13050000023213215 2601190.56289999978616834, 231562.63049999985378236 2601195.85690000001341105, 231555.42149999921093695 2601202.91969999950379133, 231543.64870000077644363 2601216.08469999860972166, 231530.06089999986579642 2601232.15169999841600657, 231521.70789999989210628 2601241.91850000061094761, 231516.20189999946160242 2601249.58850000007078052, 231513.4798999986378476 2601254.39250000054016709, 231511.08910000012838282 2601259.93349999841302633, 231509.7990999998874031 2601266.17950000055134296, 231506.83829999979934655 2601282.94850000087171793, 231503.35130000091157854 2601307.6714999983087182, 231502.21449999918695539 2601318.39650000166147947, 231502.16650000045774505 2601322.97550000017508864, 231503.08050000102957711 2601329.89649999979883432, 231508.8016999987012241 2601349.40049999905750155, 231519.72289999935310334 2601383.6614999994635582, 231525.13109999956213869 2601396.41269999928772449, 231536.97730000142473727 2601423.52370000071823597, 231549.55450000037671998 2601452.17370000015944242, 231556.72369999895454384 2601468.23990000085905194, 231560.44070000102510676 2601476.40689999982714653, 231565.65870000017457642 2601485.81590000074356794, 231573.00289999874075875 2601499.24190000025555491, 231582.91210000100545585 2601515.38290000054985285, 231593.08399999974062666 2601532.08039999986067414))",Q0000000108,阿里山林業鐵路祝山線,2,,202209,0,3,TM2
"MultiLineString ((231646.55329999880632386 2601999.92370000015944242, 231646.22089999984018505 2602001.70509999897330999, 231645.06929999886779115 2602006.58910000044852495, 231642.92489999905228615 2602012.59889999916777015, 231639.24650000021210872 2602022.05190000031143427, 231633.43370000086724758 2602034.21150000113993883, 231627.23670000082347542 2602046.06230000080540776, 231624.83330000098794699 2602052.35889999940991402, 231622.61329999979352579 2602058.77710000006482005, 231621.54769999915151857 2602064.96990000177174807, 231620.72030000051017851 2602071.29670000076293945, 231620.61270000078366138 2602075.65389999933540821, 231621.17889999930048361 2602080.86310000065714121, 231622.22050000057788566 2602085.4015000001527369, 231622.22770000039599836 2602085.43309999909251928))",Q0000000109,阿里山林業鐵路祝山線,2,,201906,0,0,TM2
"MultiLineString ((231548.02630000031786039 2602158.56490000011399388, 231547.90309999987948686 2602158.58429999928921461, 231543.41189999962807633 2602159.29109999956563115, 231537.44310000000405125 2602161.55969999870285392, 231530.23809999998775311 2602164.98990000085905194, 231525.52329999936046079 2602167.93710000021383166, 231520.29629999987082556 2602172.4085000017657876, 231516.64350000111153349 2602177.02510000020265579, 231513.11870000042836182 2602183.01610000105574727, 231510.71050000071409158 2602188.60029999818652868, 231510.3358999997144565 2602191.73729999922215939, 231510.31670000022859313 2602191.8984999991953373))",Q0000000110,阿里山林業鐵路祝山線,2,,201906,0,0,TM2
"MultiLineString ((231225.86530000023776665 2602633.90569999953731894, 231225.79230000084498897 2602633.76149999909102917, 231225.17710000014631078 2602632.54689999995753169, 231224.21209999921848066 2602630.02610000083222985, 231223.05449999950360507 2602625.90750000160187483, 231221.32270000001881272 2602616.58510000025853515, 231220.74770000099670142 2602610.51670000003650784, 231220.35769999912008643 2602604.96509999874979258, 231220.46789999859174713 2602597.97569999983534217, 231221.05870000034337863 2602589.20470000011846423, 231221.87169999937759712 2602583.09070000099018216))",Q0000000111,阿里山林業鐵路祝山線,2,,201906,0,0,TM2
"MultiLineString ((217809.65869999956339598 2599676.60390000091865659, 217630.21370000028400682 2599698.5601000003516674, 217630.11290000070584938 2599698.57230000011622906, 217609.75270000111777335 2599701.06350000062957406, 217375.50989999913144857 2599733.99010000051930547))",Q0000000113,阿里山林業鐵路阿里山線,4,,202205,0,1,TM2
"MultiLineString ((217375.50989999913144857 2599733.99010000051930547, 217348.15509999910136685 2599747.48370000021532178, 217334.39710000029299408 2599761.77129999874159694, 217325.40129999921191484 2599776.05870000040158629, 217322.22630000091157854 2599789.55249999929219484, 217322.49090000003343448 2599816.27529999939724803, 217320.63889999946695752 2599836.11910000164061785, 217311.90769999969052151 2599852.78790000174194574, 217297.11210000023129396 2599866.67369999876245856, 217295.18890000082319602 2599870.00169999990612268, 217293.94029999891063198 2599872.7703000009059906, 217292.2351000007474795 2599876.72449999954551458, 217290.62389999974402599 2599879.83850000007078052, 217289.79970000029425137 2599885.03930000029504299, 217288.69390000012936071 2599890.7417000001296401, 217288.33129999882658012 2599897.16809999942779541, 217288.38110000028973445 2599898.8260999983176589, 217288.42349999988800846 2599900.23369999974966049, 217288.47269999969284981 2599902.01530000101774931, 217288.68589999887626618 2599904.31909999996423721, 217289.46489999914774671 2599907.79490000056102872, 217290.79189999972004443 2599913.09830000065267086, 217298.40910000051371753 2599936.56150000030174851, 217298.7370999992126599 2599944.9386999998241663, 217298.6067000011971686 2599945.57890000101178885, 217293.95789999992121011 2599958.54250000091269612))",Q0000000114,阿里山林業鐵路阿里山線,2,,202203,0,0,TM2
"MultiLineString ((209712.135300001304131 2603718.85429999930784106, 209720.4646999993128702 2603693.12609999906271696, 209739.04050000064307824 2603652.84730000142008066, 209749.63570000065374188 2603619.01870000036433339, 209757.62549999987822957 2603586.77649999968707561, 209767.37050000074668787 2603559.25090000033378601, 209796.75030000100377947 2603493.02190000051632524, 209808.39009999946574681 2603470.85969999944791198, 209818.42630000074859709 2603458.74930000025779009, 209829.81609999953070655 2603449.80729999905452132, 209856.03249999933177605 2603436.16429999936372042))",Q0000000115,阿里山林業鐵路阿里山線,2,,202203,0,0,TM2
"MultiLineString ((209888.05149999930290505 2603912.22789999935775995, 209880.48209999967366457 2603897.36910000024363399, 209875.03449999919394031 2603881.6868999982252717, 209871.23030000017024577 2603870.73549999995157123, 209867.42010000022128224 2603853.79490000102669001, 209862.11870000048656948 2603830.22430000128224492, 209860.93230000155745074 2603822.14870000164955854, 209858.46050000019022264 2603805.32349999994039536))",Q0000000117,阿里山林業鐵路阿里山線,4,,202205,0,1,TM2
"MultiLineString ((209884.26689999937661923 2604026.33189999964088202, 209903.80989999952726066 2604000.58610000042244792, 209912.59429999976418912 2603985.63409999897703528, 209916.17470000078901649 2603976.81450000125914812, 209917.64649999904213473 2603970.4015000001527369, 209918.17210000066552311 2603961.88569999998435378, 209917.85670000105164945 2603955.47269999887794256, 209915.85929999896325171 2603948.63910000072792172, 209912.81030000068130903 2603943.59270000038668513, 209908.81529999896883965 2603938.65130000002682209, 209899.54610000047250651 2603927.22690000059083104, 209888.05149999930290505 2603912.22789999935775995))",Q0000000119,阿里山林業鐵路阿里山線,2,,202203,0,0,TM2
"MultiLineString ((214365.52109999870299362 2602881.93529999954625964, 214365.105700001004152 2602881.89289999986067414, 214340.43970000010449439 2602876.98829999985173345, 214334.94569999939994887 2602876.49990000063553452, 214331.54950000066310167 2602876.88409999897703528, 214318.37390000050072558 2602880.33389999996870756, 214142.45210000118822791 2602951.77309999987483025))",Q0000000121,阿里山林業鐵路阿里山線,4,,202205,0,1,TM2
"MultiLineString ((215142.91510000042035244 2600812.62349999975413084, 215127.27770000050077215 2600880.16169999912381172, 215126.34809999921708368 2600883.7443000003695488, 215126.11610000015934929 2600888.18529999954625964, 215125.99810000145225786 2600890.0014999988488853, 215125.95990000004530884 2600890.5882999999448657, 215125.9068999994196929 2600891.4050999996252358, 215125.94090000036521815 2600891.98289999831467867, 215126.1752999993332196 2600895.95549999922513962, 215126.52350000102887861 2600899.67330000037327409, 215127.60430000055930577 2600906.0250999997369945, 215129.10089999961201102 2600912.15370000060647726, 215130.04109999968204647 2600916.0044999998062849, 215130.93610000060289167 2600919.66890000086277723, 215132.38270000059856102 2600927.21309999981895089, 215134.41909999889321625 2600936.42070000153034925, 215137.42770000008749776 2600945.65289999963715672, 215148.76130000126431696 2600974.28669999912381172, 215151.19949999908567406 2600979.80210000183433294, 215152.83050000123330392 2600984.84790000040084124, 215153.76490000018384308 2600989.34090000111609697, 215154.39210000057937577 2600993.36309999926015735, 215154.68570000096224248 2600997.33070000074803829, 215154.53390000108629465 2601000.96650000009685755, 215153.97089999954914674 2601005.9356999984011054, 215152.62810000067111105 2601010.32450000056996942, 215151.11589999869465828 2601014.07550000119954348, 215148.91370000055758283 2601018.27410000003874302, 215148.60850000014761463 2601018.85610000137239695, 215147.52049999858718365 2601020.06210000161081553, 215144.13110000005690381 2601023.81889999937266111, 215142.37530000120750628 2601025.47949999989941716, 215137.53930000046966597 2601029.02970000077039003, 215109.47770000027958304 2601045.8252999996766448, 215104.5327000011166092 2601048.3423000006005168, 215100.62930000101914629 2601049.19430000009015203, 215096.52570000049308874 2601049.29410000052303076, 215090.40249999903608114 2601048.43889999948441982, 215085.20990000013262033 2601045.25970000075176358, 215080.11309999888180755 2601038.61970000062137842, 215080.09530000027734786 2601038.59589999867603183, 215079.99250000040046871 2601038.55509999953210354, 215070.70229999971343204 2601034.87589999940246344, 215055.63610000020707957 2601032.44510000105947256, 215039.4788999997836072 2601029.23409999953582883, 215031.57090000042808242 2601030.32609999924898148, 215025.39990000004763715 2601032.86309999879449606, 215020.55389999994076788 2601035.94510000105947256, 215015.55489999888231978 2601041.53390000062063336, 215013.72489999956451356 2601044.88890000060200691, 215012.0969000012264587 2601049.24090000009164214, 215011.29089999999268912 2601051.98090000171214342, 215010.02189999973052181 2601058.73789999959990382, 215008.28090000012889504 2601072.6808999995701015, 215009.73269999961485155 2601080.13389999931678176, 215011.92770000017480925 2601087.32189999986439943, 215019.25469999952474609 2601104.08489999873563647, 215032.84050000010756776 2601120.97889999952167273, 215044.64650000026449561 2601130.58170000044628978, 215058.22350000034202822 2601139.02370000025257468, 215064.13250000137486495 2601142.06770000094547868, 215075.41910000066854991 2601148.67429999960586429, 215080.26149999976041727 2601151.56609999900683761, 215080.38190000064787455 2601151.63789999950677156, 215080.5864999991026707 2601151.66609999909996986, 215096.76390000031096861 2601158.40430000144988298, 215108.47729999973671511 2601165.38770000170916319, 215117.9382999999797903 2601175.97549999970942736, 215124.69629999907920137 2601188.59070000052452087, 215127.39969999986351468 2601202.55770000023767352, 215125.59810000017751008 2601216.97509999992325902, 215119.51669999893056229 2601229.59049999993294477, 215111.63330000056885183 2601241.07949999999254942, 215097.21749999938765541 2601253.46949999919161201, 215080.86030000058235601 2601265.08029999863356352, 215080.65169999923091382 2601265.1761000007390976, 215080.53209999980754219 2601265.25229999935254455, 215074.8619000002508983 2601268.86149999964982271, 215065.7298999999766238 2601274.68850000109523535, 215063.93109999987063929 2601275.7135000005364418, 215041.44790000002831221 2601297.00930000003427267, 215036.1767000004183501 2601303.98729999829083681, 215031.09490000043297186 2601310.52730000065639615, 215027.89150000031804666 2601315.29089999943971634, 215027.08190000028116629 2601316.88130000000819564, 215019.20329999961541034 2601339.01329999882727861, 215013.76790000085020438 2601352.72409999836236238, 215009.37650000108988024 2601359.84249999839812517, 214999.23289999985718168 2601375.4353000009432435, 214994.85829999964335002 2601383.43729999987408519, 214991.3676999997405801 2601387.86669999873265624, 214987.61329999993904494 2601390.73970000026747584, 214957.8048999989987351 2601395.68549999874085188, 214915.72530000098049641 2601403.52290000068023801, 214835.92349999933503568 2601429.2438999991863966, 214731.7263000012608245 2601485.77669999841600657, 214730.40830000099958852 2601486.4924999987706542, 214714.5092999991029501 2601492.08830000041052699, 214707.16629999940050766 2601498.79630000051110983, 214706.15329999977257103 2601505.4803000008687377, 214706.4413000010245014 2601517.5842999997548759, 214707.26229999907081947 2601530.70730000082403421, 214708.61229999997885898 2601543.00830000080168247, 214709.4583000009006355 2601553.4522999981418252, 214709.22530000057304278 2601565.44229999836534262, 214708.47809999890159816 2601579.34229999966919422, 214708.21710000082384795 2601587.62930000061169267, 214706.21509999869158491 2601595.83229999896138906, 214700.02310000051511452 2601601.71930000092834234, 214694.70709999915561639 2601607.55230000102892518, 214690.83109999963198788 2601619.51029999833554029, 214691.17709999898215756 2601626.28830000059679151, 214692.45610000082524493 2601634.08130000066012144, 214697.71409999966272153 2601648.95329999877139926, 214702.1120999997947365 2601658.97030000062659383, 214707.36409999988973141 2601666.94129999959841371, 214712.91989999954239465 2601675.50229999935254455, 214717.82990000094287097 2601688.59330000029876828, 214719.21190000022761524 2601693.66350000025704503, 214718.77889999930630438 2601697.40149999968707561, 214717.80889999872306362 2601703.51149999815970659, 214715.90290000068489462 2601710.99949999991804361, 214713.55790000077104196 2601717.85349999880418181, 214710.76589999994030222 2601727.16649999981746078, 214709.42789999872911721 2601734.88550000172108412, 214709.65089999968768097 2601742.58749999944120646, 214712.85989999890443869 2601751.35450000036507845, 214715.48970000090776011 2601760.23349999962374568, 214721.47770000001764856 2601770.11350000090897083, 214728.68769999971846119 2601780.23250000085681677, 214730.48770000092918053 2601789.26950000040233135, 214730.60069999995175749 2601799.03949999995529652, 214731.55369999897084199 2601804.30849999934434891, 214736.38069999939762056 2601814.08249999908730388, 214743.54250000056345016 2601827.84649999905377626, 214746.78449999948497862 2601836.83670000080019236, 214748.57050000067101792 2601845.99269999843090773, 214748.20749999975669198 2601850.59270000178366899, 214748.13549999945098534 2601854.69769999850541353, 214748.40849999943748116 2601858.16070000035688281, 214747.42950000072596595 2601864.17270000092685223, 214748.14870000019436702 2601869.12250000005587935, 214750.78030000044964254 2601887.23109999997541308, 214762.2429000010015443 2601945.71389999939128757, 214762.32030000063241459 2601947.73669999977573752, 214762.48630000030971132 2601948.67070000106468797, 214771.69609999979729764 2601974.10590000078082085, 214775.4920999999740161 2601987.66389999864622951, 214776.21609999929205514 2601997.47089999821037054, 214776.09929999941959977 2602001.98110000044107437, 214774.64509999999427237 2602007.70429999846965075, 214767.97630000038770959 2602024.25129999872297049, 214760.24410000027273782 2602039.43349999887868762, 214750.99950000058743171 2602049.43949999986216426, 214741.8463000004994683 2602058.93669999903067946, 214738.37749999982770532 2602062.73209999967366457, 214734.71410000004107133 2602067.01090000011026859, 214731.76589999909629114 2602070.24809999950230122, 214729.98910000023897737 2602073.46089999936521053, 214728.12150000120163895 2602088.67109999945387244, 214727.73409999907016754 2602093.17350000003352761, 214727.10929999858490191 2602097.91529999952763319, 214729.61090000043623149 2602115.22030000016093254, 214734.68409999972209334 2602126.73910000035539269, 214776.08969999969122 2602184.23310000170022249, 214778.62569999988772906 2602188.97230000142008066, 214782.2175000011920929 2602197.82090000063180923, 214783.43029999945429154 2602201.98970000119879842, 214785.0419000000692904 2602210.85870000068098307, 214786.1340999998501502 2602221.90589999919757247, 214791.64670000062324107 2602259.4368999982252717, 214792.33290000041597523 2602277.56049999920651317, 214792.33389999944483861 2602277.58730000024661422, 214793.70769999991171062 2602313.86889999825507402, 214792.883500000461936 2602365.44809999968856573, 214797.11969999913708307 2602407.06670000124722719, 214804.15869999947608449 2602446.87209999887272716, 214804.35070000105770305 2602457.50750000029802322, 214803.61989999932120554 2602464.87409999966621399, 214801.37749999947845936 2602470.66569999931380153, 214798.60390000109327957 2602474.42290000105276704, 214794.8013000005739741 2602477.58770000003278255, 214774.96370000101160258 2602492.88749999925494194, 214770.31410000048344955 2602495.36790000135079026, 214762.15129999935743399 2602498.65689999982714653, 214755.12389999907463789 2602499.93029999826103449, 214749.09869999982765876 2602500.46970000024884939, 214745.08030000037979335 2602500.27270000101998448, 214739.64429999998537824 2602499.41569999931380153, 214734.64189999992959201 2602498.4888999997638166, 214724.35929999995278195 2602495.40090000117197633, 214690.94930000038584694 2602484.31289999932050705, 214681.6957000003894791 2602481.72590000089257956, 214671.4875000006868504 2602480.6048999996855855, 214664.20509999879868701 2602480.59809999959543347, 214640.72370000078808516 2602476.32689999882131815, 214634.87450000058743171 2602474.71589999971911311, 214629.04769999906420708 2602472.9218999994918704, 214603.30610000036540441 2602461.13089999835938215, 214578.16010000108508393 2602450.02449999842792749, 214572.39849999966099858 2602447.20109999878332019, 214564.87229999888222665 2602442.09430000046268106, 214550.75549999959184788 2602431.8556999983265996, 214533.69550000125309452 2602417.54410000005736947, 214515.91930000059073791 2602400.96770000131800771, 214510.81029999983729795 2602396.03529999917373061, 214506.66249999919091351 2602391.55849999841302633, 214502.07430000021122396 2602384.70270000118762255, 214497.3515000005136244 2602378.83130000019446015, 214495.27770000009331852 2602376.6500999997369945, 214492.20989999972516671 2602374.53969999868422747, 214488.50229999981820583 2602372.51089999964460731, 214484.36789999972097576 2602370.44649999914690852, 214476.52569999991101213 2602367.69150000112131238, 214470.24269999953685328 2602366.39930000063031912, 214466.42109999930835329 2602365.94950000010430813, 214461.08989999908953905 2602365.46870000008493662, 214456.32069999916711822 2602365.76569999940693378, 214448.70850000029895455 2602366.44229999976232648))",Q0000000122,阿里山林業鐵路阿里山線,2,,202203,0,0,TM2
